기준_년분기_코드,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00~06_매출_건수,시간대_06~11_매출_건수,시간대_11~14_매출_건수,시간대_14~17_매출_건수,시간대_17~21_매출_건수,시간대_21~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20243,CS300029,애완동물,12970980539.0,326103.0,8892839962.0,4078140577.0,1474957763.0,1490885274.0,1723294508.0,2230646685.0,1973055732.0,2156823435.0,1921317142.0,36234623.0,639165913.0,3484071147.0,4203757856.0,4141985050.0,465765950.0,5505999750.0,7146435855.0,41106789.0,1289373603.0,2222708421.0,3082701692.0,3136015078.0,2881183292.0,220792.0,105311.0,49279.0,37935.0,39891.0,44696.0,48991.0,58732.0,46579.0,1818.0,21917.0,77481.0,95497.0,116100.0,13290.0,124925.0,198526.0,2506.0,37802.0,56661.0,53816.0,86093.0,86559.0
20243,CS300032,가전제품,280247167268.0,668579.0,180978786378.0,99268380890.0,46910440191.0,27972315113.0,32699596073.0,35393009418.0,38003425583.0,48309393049.0,50958987841.0,52217.0,15119406016.0,72781499134.0,102844377796.0,86757536581.0,2744295524.0,148011137796.0,127285126852.0,66395755.0,10262279430.0,54224325985.0,56878735919.0,73582923711.0,80281603831.0,422637.0,245942.0,98328.0,72228.0,83291.0,79486.0,89304.0,126395.0,119547.0,9.0,49395.0,179909.0,228379.0,206248.0,4639.0,377920.0,278538.0,799.0,34982.0,129509.0,126687.0,161845.0,202637.0
20243,CS100002,중식음식점,273584868460.0,8450414.0,200763702763.0,72821165697.0,37154422941.0,37369021329.0,39943815194.0,41517283467.0,44779159832.0,39729299894.0,33091865803.0,5554053402.0,2648873417.0,103509643462.0,31428599295.0,102592667923.0,27851030961.0,129728042170.0,82731596869.0,1904277938.0,32673046674.0,53628396525.0,47196033178.0,45061617675.0,31995918678.0,6399046.0,2051368.0,1207296.0,1201996.0,1273794.0,1311868.0,1404092.0,1104941.0,946427.0,125723.0,115578.0,4005365.0,1178537.0,2619456.0,405755.0,4521126.0,2967167.0,119531.0,1264144.0,1784171.0,1655952.0,1561948.0,1102570.0
20243,CS200006,일반의원,1804261777135.0,45840354.0,1507298440527.0,296963336608.0,359299765108.0,281218229827.0,243509987636.0,264052248556.0,359218209400.0,280377508739.0,16585827869.0,362961274.0,414342813663.0,568081574150.0,522112966440.0,296628000793.0,2733460815.0,682842187111.0,1117253690563.0,4254759686.0,195740876470.0,385192960735.0,417160931213.0,404200990446.0,393545297637.0,39329057.0,6511297.0,10031878.0,7172123.0,6403269.0,6924089.0,8797698.0,6072309.0,438988.0,1442.0,12808512.0,12460263.0,13876604.0,6651699.0,41834.0,20733992.0,25079916.0,236686.0,3549324.0,8116852.0,10240481.0,9565521.0,14105046.0
20243,CS200028,미용실,276302628525.0,5582333.0,175647104882.0,100655523643.0,28096694899.0,28487027158.0,34834594038.0,38284116622.0,45944672165.0,62973455975.0,37682067668.0,314647808.0,9981686979.0,71362216566.0,93658615082.0,96203506436.0,4781955654.0,113259473016.0,157087232474.0,2028909705.0,35898279840.0,59233687197.0,62998031551.0,64644977964.0,45542502565.0,3637307.0,1945026.0,654535.0,570136.0,717673.0,777378.0,917585.0,1183595.0,761431.0,3589.0,301539.0,1520439.0,1779382.0,1927943.0,49441.0,3118157.0,2440631.0,52982.0,684031.0,1151533.0,1234554.0,1385110.0,1050605.0
20243,CS200031,세탁소,34329976575.0,2083167.0,27498601021.0,6831375554.0,7309867887.0,4724069051.0,5335496923.0,5212552075.0,4916615085.0,5463006814.0,1368368740.0,495385196.0,5307256276.0,7718676504.0,9587519534.0,9721818129.0,1499320936.0,13836085692.0,14312204669.0,75195618.0,3599768344.0,6658281173.0,6530037069.0,7078737762.0,4206159455.0,1536781.0,546386.0,364610.0,275740.0,322598.0,270847.0,302986.0,369449.0,176937.0,74360.0,300246.0,403788.0,476600.0,648698.0,179475.0,1025122.0,993710.0,10278.0,404041.0,513545.0,405253.0,444761.0,240928.0
20243,CS300004,핸드폰,90982807967.0,2376437.0,72658018436.0,18324789531.0,16946672533.0,11872566934.0,12926543293.0,14308992775.0,16603242901.0,12628484723.0,5696304808.0,1158871127.0,3596675924.0,20074391261.0,32926603399.0,28277196437.0,4949069819.0,47406303941.0,33274292806.0,472987402.0,7645793427.0,10984255129.0,23420883975.0,23167499176.0,14989177635.0,1792304.0,584133.0,391221.0,326060.0,364444.0,337298.0,373281.0,372794.0,211339.0,28522.0,197541.0,585483.0,631136.0,763337.0,170418.0,1147945.0,1146673.0,48714.0,303538.0,370888.0,566771.0,477801.0,526902.0
20243,CS300007,육류판매,822158589059.0,15303263.0,606633278594.0,215525310465.0,118484764552.0,113323542593.0,108106702385.0,115714828848.0,151003440216.0,134666316090.0,80858994375.0,10041517761.0,174058768277.0,222399694921.0,228932371724.0,174913279247.0,11812957129.0,335607693539.0,430445969625.0,248856177.0,15474482294.0,77790551534.0,114797937221.0,183252706264.0,374493077592.0,10596666.0,4706597.0,2323194.0,1875274.0,1938074.0,2029658.0,2430466.0,2760372.0,1946225.0,97220.0,2428614.0,3530542.0,4294031.0,4719529.0,233327.0,6306251.0,8691990.0,16095.0,477155.0,1534191.0,2414903.0,3927737.0,6628149.0
20243,CS300017,시계및귀금속,290899431960.0,639183.0,232868412723.0,58031019237.0,44862983439.0,50397697339.0,42326202981.0,43783764691.0,51497764273.0,36649317751.0,21381701486.0,0.0,22684024555.0,89077818713.0,115689831615.0,62848454373.0,599302704.0,136181076810.0,138241355485.0,275358173.0,17131232001.0,51591908159.0,65260721010.0,65735013819.0,74428819643.0,508244.0,130939.0,110268.0,97591.0,96314.0,92812.0,111259.0,82411.0,48528.0,0.0,46231.0,192206.0,245536.0,150131.0,5079.0,255645.0,325143.0,4094.0,61360.0,141873.0,114838.0,119771.0,138835.0
20243,CS300019,의료기기,277822871612.0,582404.0,260723111732.0,17099759880.0,65362377039.0,49144870920.0,42365089960.0,45206441195.0,58644332618.0,11876365157.0,5223394723.0,0.0,48070588288.0,102619601230.0,109734837050.0,17333050893.0,64794151.0,195680106925.0,64797005935.0,11846584.0,2455330731.0,15223756247.0,70734656703.0,90997894103.0,81294952556.0,488356.0,94048.0,107431.0,97397.0,90952.0,89117.0,103459.0,63583.0,30465.0,0.0,119422.0,214868.0,200825.0,46984.0,305.0,325730.0,242432.0,248.0,13935.0,50665.0,97317.0,127736.0,278826.0
20243,CS200002,외국어학원,84765875786.0,214944.0,77636587316.0,7129288470.0,20218592609.0,15225920556.0,13907841828.0,13578379472.0,14705852851.0,4472034493.0,2657253977.0,705940624.0,17509764008.0,15375838297.0,24909631621.0,21327975118.0,4936726118.0,36034578398.0,47939710068.0,89117097.0,2054763276.0,14175493526.0,53308822050.0,11495990713.0,2850043522.0,190785.0,24159.0,49250.0,38747.0,33733.0,33884.0,35171.0,15279.0,8880.0,2161.0,33761.0,35404.0,63131.0,66253.0,14234.0,84819.0,128113.0,655.0,9654.0,30164.0,134698.0,30406.0,7353.0
20243,CS200029,네일숍,17535556924.0,215222.0,13366433077.0,4169123847.0,2675485772.0,2553554797.0,2442335451.0,2696914563.0,2998142494.0,2807968981.0,1361154866.0,17580861.0,238859688.0,4472713997.0,5277764847.0,6832929747.0,695707784.0,2740059904.0,14559460983.0,64640845.0,3040187365.0,4649618914.0,4190115536.0,3156631593.0,2198326629.0,166284.0,48938.0,31383.0,30836.0,30814.0,33934.0,39317.0,34309.0,14629.0,111.0,3722.0,55636.0,62704.0,85716.0,7333.0,30284.0,183691.0,1665.0,48466.0,63133.0,46307.0,33847.0,20563.0
20243,CS300003,컴퓨터및주변장치판매,693331769133.0,9155496.0,618853393915.0,74478375218.0,136138252795.0,105307450134.0,107844402651.0,144698930747.0,124864357588.0,53065989501.0,21412385717.0,430644318.0,96425764187.0,241249697718.0,245076118673.0,105372198525.0,4777345712.0,263732562432.0,118909333858.0,1370576583.0,43261964596.0,81659783397.0,99230075307.0,105664642896.0,51454853518.0,6336169.0,2819327.0,1307752.0,1104775.0,1179180.0,1226897.0,1517565.0,1561977.0,1257350.0,88289.0,1256936.0,2713895.0,2735526.0,1971480.0,389370.0,3822583.0,4702253.0,269060.0,2856496.0,2244734.0,1505013.0,1024382.0,625160.0
20243,CS300009,청과상,1101538553363.0,36516686.0,790284752359.0,311253801004.0,173273432972.0,148658171139.0,153758502864.0,146051232940.0,168543412444.0,196391282032.0,114862518972.0,36664377957.0,283651010377.0,294245251336.0,307624271607.0,166573964757.0,12779677329.0,477566114291.0,527342245039.0,949124848.0,22946440052.0,88918533803.0,146481737970.0,244128974915.0,501483547739.0,24750002.0,11766684.0,5373140.0,4514878.0,4605379.0,4828469.0,5428136.0,7025771.0,4740913.0,221566.0,6858723.0,10164009.0,11252050.0,7657332.0,363006.0,15824634.0,19886110.0,30246.0,815542.0,2826435.0,5289522.0,8649632.0,18099381.0
20243,CS300016,안경,130481604544.0,1358519.0,91098976752.0,39382627792.0,20000776423.0,16285553363.0,17647282425.0,17683362651.0,19482001890.0,24001670243.0,15380957549.0,582129.0,6347863188.0,33520661252.0,41170899444.0,47494932088.0,1946666443.0,58811215558.0,70220550668.0,1003387889.0,20216070591.0,24831934270.0,28991933958.0,31502206949.0,22466237553.0,982975.0,375544.0,208412.0,177679.0,192597.0,190731.0,213556.0,226659.0,148885.0,229.0,68913.0,315099.0,390089.0,549481.0,34708.0,490306.0,862743.0,30626.0,378103.0,282481.0,248451.0,253166.0,160129.0
20243,CS300031,가구,131436644193.0,387752.0,84624136585.0,46812507608.0,16705544595.0,14319447607.0,15124685563.0,17461313622.0,21013145198.0,25559000070.0,21253507538.0,55259655.0,10117166545.0,39859629831.0,49458511548.0,31558979038.0,387097576.0,55979826669.0,66114246486.0,8856770.0,3378624942.0,25077118319.0,26691489138.0,30281711189.0,36656272783.0,268603.0,119149.0,59931.0,46664.0,51861.0,52967.0,57180.0,65834.0,53315.0,394.0,36520.0,111712.0,146974.0,88427.0,3725.0,132341.0,215648.0,640.0,36134.0,84113.0,74628.0,74486.0,77980.0
20243,CS300033,철물점,47364542547.0,1284052.0,39648112455.0,7716430092.0,9027500641.0,7245805154.0,7351131313.0,7768871242.0,8254804105.0,6742735554.0,973694538.0,98157427.0,13638614253.0,13769310259.0,13378462466.0,6383566835.0,96431307.0,22406006791.0,12899700823.0,13119459.0,999702233.0,4200356865.0,7455642272.0,9815888610.0,12815998686.0,1064124.0,219928.0,231288.0,205817.0,203048.0,206501.0,217470.0,173980.0,45948.0,1252.0,381306.0,363173.0,355377.0,181480.0,1464.0,708343.0,282093.0,1183.0,43532.0,143870.0,183270.0,264908.0,353579.0
20243,CS100004,양식음식점,329381858873.0,7993743.0,225499426994.0,103882431879.0,37984457332.0,41519918318.0,45904398035.0,46793367542.0,53297285767.0,60491014713.0,43391417166.0,17865935115.0,2871819894.0,96899388608.0,42871184760.0,116633090688.0,52240439808.0,131782262160.0,130887044794.0,2605838565.0,59507834445.0,83015013825.0,55701540269.0,40428577907.0,21411326124.0,5683078.0,2310665.0,1032353.0,1055564.0,1159801.0,1152558.0,1282802.0,1277417.0,1033248.0,241785.0,155642.0,3119959.0,1174279.0,2678842.0,623236.0,3283311.0,3885109.0,123106.0,1884410.0,2191768.0,1457804.0,1036995.0,474319.0
20243,CS100009,호프-간이주점,805194729231.0,17880458.0,559027487152.0,246167242079.0,98085451711.0,101633519600.0,110751611960.0,113463072850.0,135093831031.0,147777349315.0,98389892764.0,195476976719.0,10519526710.0,46626308280.0,27408638858.0,189184938954.0,335978339710.0,463272334277.0,248934143285.0,6106379429.0,168801000484.0,204496564868.0,133901342113.0,126000364514.0,72905135903.0,12523580.0,5356878.0,2340594.0,2273526.0,2458446.0,2471414.0,2979600.0,3114776.0,2242102.0,3048655.0,620352.0,2531793.0,1317667.0,4539849.0,5822142.0,9624946.0,7074328.0,198290.0,4469038.0,4794504.0,2968790.0,2669290.0,1599545.0
20243,CS100010,커피-음료,757806597179.0,100066861.0,565772525111.0,192034072068.0,111200900936.0,107459947373.0,114519631990.0,111497594623.0,121094450189.0,104989869237.0,87044202831.0,4902984874.0,117462066242.0,265195599702.0,181335705728.0,155445508923.0,33464731710.0,299584344743.0,363900995809.0,9934814443.0,152380921295.0,190420310486.0,139818875746.0,110649217393.0,60281386117.0,76443151.0,23623710.0,15543696.0,14633811.0,15319218.0,15003990.0,15942436.0,12855212.0,10768498.0,334650.0,23016521.0,32991731.0,22468600.0,18065675.0,3189684.0,44243476.0,49679113.0,1571540.0,21958890.0,28023818.0,19512323.0,15283592.0,7572219.0
20243,CS200008,한의원,251286598714.0,7077070.0,202783840764.0,48502757950.0,49925748114.0,38346541910.0,33789200471.0,32747773632.0,47974576637.0,43196684055.0,5306073895.0,26101400.0,33571771362.0,90500349290.0,71112263498.0,55620944429.0,455168735.0,91511858162.0,157661883943.0,285808656.0,14377134334.0,41507655439.0,53557954358.0,63670405943.0,75775728532.0,5934928.0,1142142.0,1416746.0,1071581.0,1090909.0,1001681.0,1354011.0,983968.0,158174.0,92.0,1302221.0,2326034.0,1936532.0,1505335.0,6856.0,3047649.0,4016290.0,10350.0,323152.0,886760.0,1149527.0,1521765.0,3172409.0
20251,CS200005,스포츠 강습,125870284427.0,535406.0,112065386655.0,13804897772.0,25801712264.0,21868938517.0,19822870910.0,21925886248.0,22645978716.0,10102085763.0,3702812009.0,388947535.0,11275664325.0,21518310837.0,28314390768.0,52341166747.0,12031804215.0,46250444948.0,75312792701.0,216734678.0,12606327516.0,30218703239.0,49354931305.0,20976076204.0,8190826544.0,438452.0,96954.0,101165.0,86298.0,81047.0,81328.0,88614.0,58156.0,38798.0,7548.0,45458.0,84106.0,128254.0,212485.0,57555.0,234811.0,289352.0,8486.0,70914.0,115414.0,220504.0,78857.0,30008.0
20243,CS200030,피부관리실,55824895913.0,286496.0,43143175898.0,12681720015.0,7653291963.0,7865100487.0,8687658952.0,9241038307.0,9696086189.0,9718402723.0,2963317292.0,627975131.0,2343084157.0,13668972231.0,15835128051.0,19340344702.0,4009391641.0,13544735735.0,40934537684.0,89011050.0,9542399294.0,16755059519.0,10960066797.0,10210147912.0,6924729891.0,214561.0,71935.0,40150.0,38107.0,41462.0,44471.0,50371.0,51123.0,20812.0,5248.0,13688.0,73466.0,79702.0,99713.0,14679.0,72285.0,208956.0,1357.0,71393.0,94862.0,47685.0,39922.0,26021.0
20243,CS300008,수산물판매,1130166556328.0,17179180.0,729107209044.0,401059347284.0,158472668835.0,146724046950.0,141985920600.0,123500517458.0,158424055201.0,245415511959.0,155643835325.0,41811076522.0,236670527755.0,236852230746.0,262172148854.0,322975502463.0,29685069988.0,565738494427.0,409531786348.0,403374895.0,47792154234.0,169529251768.0,181089670718.0,201709748448.0,374746080718.0,10590199.0,6588981.0,2375036.0,1904056.0,1920356.0,1949778.0,2440973.0,3938732.0,2650249.0,360612.0,3044535.0,4200350.0,4662904.0,4589982.0,320797.0,8377913.0,7814528.0,6317.0,771438.0,2304490.0,2653928.0,3456631.0,6999652.0
20243,CS300015,가방,52018847138.0,1465279.0,33031639079.0,18987208059.0,6029695737.0,6237483566.0,7225778962.0,6485815864.0,7052864950.0,11127423667.0,7859784392.0,4222214.0,1702084967.0,12520373710.0,18924538085.0,17289550003.0,1578078159.0,18551205962.0,32302256698.0,179446833.0,7263605169.0,11470505867.0,11162555784.0,9654618703.0,11122730307.0,895817.0,569462.0,169611.0,161007.0,191826.0,178008.0,195365.0,319439.0,250023.0,566.0,64747.0,336307.0,458578.0,531836.0,73245.0,496714.0,960955.0,11059.0,314168.0,358400.0,281875.0,253210.0,238953.0
20243,CS300026,완구,28502468467.0,1860614.0,16413387954.0,12089080513.0,3573869787.0,2724463735.0,2868381789.0,3238273673.0,4008398970.0,6636614177.0,5452466336.0,15675127.0,1047904465.0,6547284511.0,9918432397.0,10236790007.0,736381960.0,16309108811.0,11458557879.0,357299216.0,4753233481.0,8754888069.0,7987458870.0,2378896085.0,3535890968.0,1056105.0,804509.0,206236.0,174525.0,197844.0,222853.0,254647.0,450178.0,354331.0,272.0,53127.0,342416.0,639397.0,792415.0,32987.0,760363.0,1096999.0,62246.0,646547.0,532553.0,429075.0,104851.0,82097.0
20243,CS100003,일식음식점,268041089895.0,6731520.0,206064975625.0,61976114270.0,37920892558.0,38667339293.0,41187614538.0,41886809825.0,46402319411.0,37901475220.0,24074639050.0,8384075495.0,633986368.0,86850622554.0,21615357971.0,100519101516.0,50037945991.0,117178897423.0,86616098308.0,2238173975.0,45069654238.0,61336838359.0,41208382915.0,32690857352.0,21250840738.0,5292330.0,1439190.0,1017990.0,1007201.0,1063061.0,1055088.0,1148990.0,835075.0,604115.0,111855.0,40238.0,3128718.0,724330.0,2211648.0,514731.0,3033770.0,2864165.0,124553.0,1521414.0,1702961.0,1129322.0,918428.0,501331.0
